#,Date-Time (EST),"ACCurrent , amp","Temperature , °C","RH , %","Light , lux","Dew Point , °C"
59,01/14/2025 12:28:45,97.902,34.779,10.31,0.0,-0.88
60,01/14/2025 12:29:45,97.456,34.82,10.37,0.0,-0.79
61,01/14/2025 12:30:45,96.84,34.848,9.87,0.0,-1.43
62,01/14/2025 12:31:45,101.576,34.867,9.68,0.0,-1.69
63,01/14/2025 12:32:45,101.704,34.888,9.53,0.0,-1.88
64,01/14/2025 12:33:45,99.184,34.903,9.45,0.0,-1.99
65,01/14/2025 12:34:45,97.429,34.915,9.41,0.0,-2.03
66,01/14/2025 12:35:45,96.815,34.926,9.38,0.0,-2.06
67,01/14/2025 12:36:45,96.678,34.953,9.65,0.0,-1.66
68,01/14/2025 12:37:45,102.599,34.973,9.66,0.0,-1.62
69,01/14/2025 12:38:45,101.891,34.976,9.5,0.0,-1.86
70,01/14/2025 12:39:45,98.817,34.984,9.45,0.0,-1.92
71,01/14/2025 12:40:45,97.154,34.991,9.45,0.0,-1.91
72,01/14/2025 12:41:45,96.715,34.993,9.6,0.0,-1.7
73,01/14/2025 12:42:45,97.893,35.009,9.83,0.0,-1.36
74,01/14/2025 12:43:45,99.211,35.026,9.44,0.0,-1.91
75,01/14/2025 12:44:45,99.721,35.038,9.22,0.0,-2.21
76,01/14/2025 12:45:45,97.462,35.038,9.3,0.0,-2.09
77,01/14/2025 12:46:45,96.736,35.043,9.59,0.0,-1.68
78,01/14/2025 12:47:45,96.068,35.046,9.52,0.0,-1.78
79,01/14/2025 12:48:45,100.111,35.051,9.22,0.0,-2.2
80,01/14/2025 12:49:45,96.382,35.056,9.29,0.0,-2.1
81,01/14/2025 12:50:45,99.696,35.056,9.35,0.0,-2.01
82,01/14/2025 12:51:45,98.393,35.053,9.36,0.0,-2.0
83,01/14/2025 12:52:45,97.67,35.046,9.45,0.0,-1.87
84,01/14/2025 12:53:45,97.014,35.039,9.32,0.0,-2.06
85,01/14/2025 12:54:45,100.624,35.038,9.34,0.0,-2.04
86,01/14/2025 12:55:45,86.583,35.033,9.26,0.0,-2.16
87,01/14/2025 12:56:45,99.513,35.033,9.31,0.0,-2.09
88,01/14/2025 12:57:45,97.359,35.043,9.31,0.0,-2.08
89,01/14/2025 12:58:45,96.767,35.038,9.34,0.0,-2.04
90,01/14/2025 12:59:45,96.635,35.046,9.64,0.0,-1.61
91,01/14/2025 13:00:45,101.747,35.054,9.44,0.0,-1.88
92,01/14/2025 13:01:45,93.114,35.067,9.32,0.0,-2.04
93,01/14/2025 13:02:45,100.517,35.067,9.78,0.0,-1.39
94,01/14/2025 13:03:45,98.094,35.069,9.36,0.0,-1.99
95,01/14/2025 13:04:45,97.435,35.079,9.42,0.0,-1.89
96,01/14/2025 13:05:45,97.404,35.071,9.31,0.0,-2.06
97,01/14/2025 13:06:45,100.786,35.062,9.42,0.0,-1.9
98,01/14/2025 13:07:45,96.333,35.064,9.41,0.0,-1.92
99,01/14/2025 13:08:45,99.69,35.064,9.19,0.0,-2.24
100,01/14/2025 13:09:45,97.932,35.062,9.22,0.0,-2.19
101,01/14/2025 13:10:45,96.73,35.059,9.21,0.0,-2.22
102,01/14/2025 13:11:45,96.394,35.051,9.29,0.0,-2.1
103,01/14/2025 13:12:45,100.731,35.048,9.21,0.0,-2.23
104,01/14/2025 13:13:45,99.602,35.039,8.99,0.0,-2.55
105,01/14/2025 13:14:45,99.455,35.024,9.16,0.0,-2.32
106,01/14/2025 13:15:45,97.881,35.014,9.46,0.0,-1.89
107,01/14/2025 13:16:45,97.444,35.018,9.39,0.0,-1.98
108,01/14/2025 13:17:45,97.469,35.011,9.34,0.0,-2.06
109,01/14/2025 13:18:45,99.385,35.003,9.09,0.0,-2.43
110,01/14/2025 13:19:45,93.69,34.991,8.96,0.0,-2.63
111,01/14/2025 13:20:45,100.465,34.984,9.06,0.0,-2.49
112,01/14/2025 13:21:45,98.268,34.993,9.3,0.0,-2.13
113,01/14/2025 13:22:45,97.09,34.999,9.47,0.0,-1.88
114,01/14/2025 13:23:45,96.562,35.009,9.42,0.0,-1.94
115,01/14/2025 13:24:45,100.609,35.043,9.75,0.0,-1.45
116,01/14/2025 13:25:45,96.73,35.062,9.12,0.0,-2.34
117,01/14/2025 13:26:45,101.552,35.067,8.96,0.0,-2.58
118,01/14/2025 13:27:45,99.26,35.066,9.04,0.0,-2.46
119,01/14/2025 13:28:45,98.158,35.072,9.31,0.0,-2.06
120,01/14/2025 13:29:45,97.7,35.084,9.26,0.0,-2.12
121,01/14/2025 13:30:45,99.605,35.086,9.1,0.0,-2.36
122,01/14/2025 13:31:45,97.374,35.077,8.94,0.0,-2.59
123,01/14/2025 13:32:45,102.449,35.064,8.94,0.0,-2.6
124,01/14/2025 13:33:45,98.869,35.054,9.14,0.0,-2.32
125,01/14/2025 13:34:45,97.496,35.053,9.08,0.0,-2.41
126,01/14/2025 13:35:45,96.559,35.041,9.08,0.0,-2.42
127,01/14/2025 13:36:45,96.605,35.033,9.12,0.0,-2.36
128,01/14/2025 13:37:45,102.824,35.018,9.08,0.0,-2.44
129,01/14/2025 13:38:45,99.904,35.009,9.08,0.0,-2.45
130,01/14/2025 13:39:45,99.089,34.999,9.09,0.0,-2.43
131,01/14/2025 13:40:45,97.575,34.988,9.09,0.0,-2.44
132,01/14/2025 13:41:45,96.928,34.974,9.19,0.0,-2.31
133,01/14/2025 13:42:45,96.657,34.966,9.16,0.0,-2.36
134,01/14/2025 13:43:45,102.632,34.955,8.93,0.0,-2.71
135,01/14/2025 13:44:45,101.457,34.94,8.78,0.0,-2.95
136,01/14/2025 13:45:45,98.607,34.923,8.86,0.0,-2.84
137,01/14/2025 13:46:45,97.133,34.91,8.88,0.0,-2.82
138,01/14/2025 13:47:45,96.431,34.888,8.92,0.0,-2.77
139,01/14/2025 13:48:45,97.105,34.868,9.07,0.0,-2.55
140,01/14/2025 13:49:45,102.989,34.852,8.92,0.0,-2.79
141,01/14/2025 13:50:45,101.857,34.83,9.19,0.0,-2.42
142,01/14/2025 13:51:45,98.814,34.812,9.12,0.0,-2.53
143,01/14/2025 13:52:45,97.557,34.79,9.1,0.0,-2.57
144,01/14/2025 13:53:45,97.52,34.772,9.22,0.0,-2.41
145,01/14/2025 13:54:45,98.637,34.761,9.28,0.0,-2.33
146,01/14/2025 13:55:45,100.154,34.744,9.0,0.0,-2.75
147,01/14/2025 13:56:45,100.597,34.734,8.79,0.0,-3.08
148,01/14/2025 13:57:45,98.769,34.713,8.97,0.0,-2.83
149,01/14/2025 13:58:45,97.197,34.708,9.1,0.0,-2.64
150,01/14/2025 13:59:45,96.724,34.701,9.13,0.0,-2.59
151,01/14/2025 14:00:45,96.248,34.688,9.05,0.0,-2.72
152,01/14/2025 14:01:45,102.235,34.674,8.9,0.0,-2.96
153,01/14/2025 14:02:45,95.967,34.663,8.94,0.0,-2.92
154,01/14/2025 14:03:45,100.282,34.643,9.15,0.0,-2.61
155,01/14/2025 14:04:45,97.972,34.633,9.13,0.0,-2.64
156,01/14/2025 14:05:45,97.49,34.63,9.31,0.0,-2.38
157,01/14/2025 14:06:45,96.574,34.635,9.34,0.0,-2.33
158,01/14/2025 14:07:45,101.967,34.638,9.05,0.0,-2.76
159,01/14/2025 14:08:45,96.626,34.641,9.0,0.0,-2.84
160,01/14/2025 14:09:45,99.962,34.645,9.21,0.0,-2.51
161,01/14/2025 14:10:45,97.816,34.648,9.21,0.0,-2.51
162,01/14/2025 14:11:45,96.95,34.65,9.11,0.0,-2.66
163,01/14/2025 14:12:45,95.888,34.658,9.21,0.0,-2.5
164,01/14/2025 14:13:45,99.843,34.661,9.16,0.0,-2.58
165,01/14/2025 14:14:45,99.864,34.655,9.13,0.0,-2.63
166,01/14/2025 14:15:45,100.288,34.651,9.27,0.0,-2.44
167,01/14/2025 14:16:45,98.131,34.646,9.29,0.0,-2.4
168,01/14/2025 14:17:45,96.959,34.65,9.33,0.0,-2.34
169,01/14/2025 14:18:45,96.12,34.658,9.21,0.0,-2.5
170,01/14/2025 14:19:45,99.922,34.663,9.08,0.0,-2.7
171,01/14/2025 14:20:45,99.196,34.665,9.11,0.0,-2.65
172,01/14/2025 14:21:45,99.068,34.67,9.05,0.0,-2.74
173,01/14/2025 14:22:45,96.507,34.679,9.34,0.0,-2.3
174,01/14/2025 14:23:45,95.683,34.691,9.38,0.0,-2.24
175,01/14/2025 14:24:45,95.528,34.693,9.15,0.0,-2.58
176,01/14/2025 14:25:45,100.078,34.693,9.25,0.0,-2.43
177,01/14/2025 14:26:45,102.184,34.696,9.28,0.0,-2.38
178,01/14/2025 14:27:45,98.79,34.713,9.39,0.0,-2.2
179,01/14/2025 14:28:45,96.938,34.713,9.31,0.0,-2.32
180,01/14/2025 14:29:45,96.138,34.721,9.43,0.0,-2.15
181,01/14/2025 14:30:45,96.15,34.741,9.49,0.0,-2.04
182,01/14/2025 14:31:45,101.216,34.759,9.49,0.0,-2.03
183,01/14/2025 14:32:45,101.436,34.775,9.53,0.0,-1.97
184,01/14/2025 14:33:45,97.859,34.794,9.58,0.0,-1.88
185,01/14/2025 14:34:45,96.486,34.817,9.6,0.0,-1.84
186,01/14/2025 14:35:45,95.894,34.837,9.55,0.0,-1.89
187,01/14/2025 14:36:45,96.538,34.86,9.32,0.0,-2.21
188,01/14/2025 14:37:45,101.567,34.87,9.23,0.0,-2.32
189,01/14/2025 14:38:45,99.916,34.877,9.43,0.0,-2.02
190,01/14/2025 14:39:45,97.173,34.898,9.65,0.0,-1.7
191,01/14/2025 14:40:45,96.44,34.921,9.63,0.0,-1.71
192,01/14/2025 14:41:45,95.97,34.953,9.81,0.0,-1.43
193,01/14/2025 14:42:45,98.665,34.981,9.85,0.0,-1.36
194,01/14/2025 14:43:45,102.742,35.003,9.29,0.0,-2.14
195,01/14/2025 14:44:45,98.402,35.014,9.14,0.0,-2.35
196,01/14/2025 14:45:45,96.535,35.031,9.47,0.0,-1.86
197,01/14/2025 14:46:45,95.097,35.048,9.42,0.0,-1.92
198,01/14/2025 14:47:45,94.588,35.077,9.8,0.0,-1.36
199,01/14/2025 14:48:45,99.806,35.096,9.39,0.0,-1.93
200,01/14/2025 14:49:45,98.595,35.122,9.8,0.0,-1.32
201,01/14/2025 14:50:45,96.941,35.142,9.41,0.0,-1.86
202,01/14/2025 14:51:45,96.199,35.159,9.39,0.0,-1.88
203,01/14/2025 14:52:45,95.702,35.177,9.52,0.0,-1.67
204,01/14/2025 14:53:45,99.059,35.192,9.31,0.0,-1.97
205,01/14/2025 14:54:45,101.268,35.202,9.08,0.0,-2.3
206,01/14/2025 14:55:45,97.462,35.214,9.0,0.0,-2.41
207,01/14/2025 14:56:45,95.628,35.224,8.88,0.0,-2.58
208,01/14/2025 14:57:45,94.951,35.226,9.28,0.0,-1.99
209,01/14/2025 14:58:45,95.164,35.236,9.28,0.0,-1.98
210,01/14/2025 14:59:45,101.234,35.244,9.2,0.0,-2.09
211,01/14/2025 15:00:45,98.0,35.277,9.72,0.0,-1.31
212,01/14/2025 15:01:45,96.898,35.296,9.25,0.0,-1.98
213,01/14/2025 15:02:45,95.787,35.317,9.34,0.0,-1.82
214,01/14/2025 15:03:45,95.692,35.326,9.15,0.0,-2.11
215,01/14/2025 15:04:45,99.855,35.339,8.87,0.0,-2.51
216,01/14/2025 15:05:45,100.575,35.341,8.85,0.0,-2.54
217,01/14/2025 15:06:45,97.392,35.342,8.84,0.0,-2.56
218,01/14/2025 15:07:45,95.988,35.337,8.85,0.0,-2.54
219,01/14/2025 15:08:45,94.932,35.332,8.94,0.0,-2.42
220,01/14/2025 15:09:45,96.416,35.324,8.84,0.0,-2.57
221,01/14/2025 15:10:45,101.476,35.314,8.8,0.0,-2.63
222,01/14/2025 15:11:45,98.271,35.314,8.97,0.0,-2.38
223,01/14/2025 15:12:45,96.681,35.319,9.04,0.0,-2.28
224,01/14/2025 15:13:45,96.153,35.324,9.1,0.0,-2.17
225,01/14/2025 15:14:45,95.903,35.339,9.55,0.0,-1.52
226,01/14/2025 15:15:45,100.285,35.347,8.97,0.0,-2.36
227,01/14/2025 15:16:45,101.155,35.346,8.82,0.0,-2.58
228,01/14/2025 15:17:45,97.237,35.359,8.94,0.0,-2.4
229,01/14/2025 15:18:45,95.933,35.364,8.79,0.0,-2.62
230,01/14/2025 15:19:45,95.213,35.359,8.9,0.0,-2.45
231,01/14/2025 15:20:45,95.75,35.356,8.92,0.0,-2.43
232,01/14/2025 15:21:45,101.485,35.344,8.9,0.0,-2.46
233,01/14/2025 15:22:45,99.171,35.329,8.75,0.0,-2.7
234,01/14/2025 15:23:45,97.435,35.324,8.9,0.0,-2.47
235,01/14/2025 15:24:45,96.349,35.326,8.97,0.0,-2.37
236,01/14/2025 15:25:45,95.979,35.329,8.89,0.0,-2.49
237,01/14/2025 15:26:45,99.29,35.324,8.74,0.0,-2.72
238,01/14/2025 15:27:45,101.152,35.317,8.59,0.0,-2.96
239,01/14/2025 15:28:45,98.067,35.297,8.54,0.0,-3.05
240,01/14/2025 15:29:45,96.181,35.287,9.07,0.0,-2.25
241,01/14/2025 15:30:45,95.125,35.276,8.74,0.0,-2.76
242,01/14/2025 15:31:45,94.841,35.262,8.7,0.0,-2.82
243,01/14/2025 15:32:45,99.617,35.236,8.69,0.0,-2.87
244,01/14/2025 15:33:45,101.378,35.214,8.79,0.0,-2.73
245,01/14/2025 15:34:45,97.972,35.197,8.77,0.0,-2.77
246,01/14/2025 15:35:45,96.489,35.181,8.89,0.0,-2.61
247,01/14/2025 15:36:45,95.592,35.169,8.79,0.0,-2.77
248,01/14/2025 15:37:45,96.11,35.154,8.83,0.0,-2.7
249,01/14/2025 15:38:45,101.598,35.134,8.72,0.0,-2.9
250,01/14/2025 15:39:45,99.4,35.116,8.62,0.0,-3.06
251,01/14/2025 15:40:45,96.843,35.101,8.8,0.0,-2.8
252,01/14/2025 15:41:45,96.129,35.094,9.01,0.0,-2.48
253,01/14/2025 15:42:45,95.894,35.096,9.03,0.0,-2.45
254,01/14/2025 15:43:45,98.744,35.086,8.73,0.0,-2.91
255,01/14/2025 15:44:45,99.248,35.086,8.83,0.0,-2.76
256,01/14/2025 15:45:45,99.446,35.082,9.03,0.0,-2.46
257,01/14/2025 15:46:45,97.963,35.072,8.96,0.0,-2.57
258,01/14/2025 15:47:45,97.044,35.056,8.98,0.0,-2.55
259,01/14/2025 15:48:45,96.193,35.056,9.03,0.0,-2.48
260,01/14/2025 15:49:45,101.216,35.048,8.78,0.0,-2.86
261,01/14/2025 15:50:45,96.645,35.048,8.63,0.0,-3.09
262,01/14/2025 15:51:45,100.053,35.044,8.76,0.0,-2.89
263,01/14/2025 15:52:45,97.978,35.041,8.78,0.0,-2.87
264,01/14/2025 15:53:45,97.047,35.051,8.91,0.0,-2.67
265,01/14/2025 15:54:45,97.346,35.056,8.83,0.0,-2.78
266,01/14/2025 15:55:45,101.723,35.069,8.83,0.0,-2.77
267,01/14/2025 15:56:45,86.946,35.062,8.71,0.0,-2.96
268,01/14/2025 15:57:45,92.256,35.057,8.76,0.0,-2.88
269,01/14/2025 15:58:45,100.963,35.048,8.81,0.0,-2.81
270,01/14/2025 15:59:45,99.355,35.043,8.94,0.0,-2.62
271,01/14/2025 16:00:45,98.631,35.038,8.86,0.0,-2.74
272,01/14/2025 16:01:45,98.436,35.036,8.98,0.0,-2.58
273,01/14/2025 16:02:45,98.689,35.038,8.89,0.0,-2.7
274,01/14/2025 16:03:45,89.744,35.041,8.67,0.0,-3.05
275,01/14/2025 16:04:45,89.76,35.031,8.6,0.0,-3.16
276,01/14/2025 16:05:45,100.374,35.026,8.91,0.0,-2.68
277,01/14/2025 16:06:45,98.555,35.029,8.86,0.0,-2.75
278,01/14/2025 16:07:45,97.765,35.046,8.91,0.0,-2.67
279,01/14/2025 16:08:45,97.594,35.044,8.69,0.0,-3.0
280,01/14/2025 16:09:45,100.514,35.036,8.76,0.0,-2.9
281,01/14/2025 16:10:45,93.095,35.036,8.83,0.0,-2.8
282,01/14/2025 16:11:45,89.427,35.033,8.62,0.0,-3.13
283,01/14/2025 16:12:45,101.216,35.024,8.81,0.0,-2.83
284,01/14/2025 16:13:45,99.69,35.023,8.94,0.0,-2.63
285,01/14/2025 16:14:45,99.229,35.021,8.85,0.0,-2.79
286,01/14/2025 16:15:45,98.616,35.014,8.93,0.0,-2.67
287,01/14/2025 16:16:45,101.903,35.008,8.74,0.0,-2.95
288,01/14/2025 16:17:45,87.861,34.999,8.73,0.0,-2.98
289,01/14/2025 16:18:45,91.435,34.986,8.51,0.0,-3.32
290,01/14/2025 16:19:45,102.074,34.963,8.56,0.0,-3.27
291,01/14/2025 16:20:45,99.773,34.945,8.63,0.0,-3.17
292,01/14/2025 16:21:45,98.83,34.936,8.71,0.0,-3.05
293,01/14/2025 16:22:45,98.07,34.941,8.96,0.0,-2.67
294,01/14/2025 16:23:45,99.525,34.943,8.92,0.0,-2.73
295,01/14/2025 16:24:45,89.732,34.948,8.78,0.0,-2.94
296,01/14/2025 16:25:45,89.378,34.943,8.76,0.0,-2.97
297,01/14/2025 16:26:45,91.71,34.921,8.51,0.0,-3.38
298,01/14/2025 16:27:45,101.106,34.905,8.81,0.0,-2.93
299,01/14/2025 16:28:45,99.672,34.903,9.01,0.0,-2.63
300,01/14/2025 16:29:45,98.952,34.905,8.88,0.0,-2.82
301,01/14/2025 16:30:45,98.833,34.905,8.91,0.0,-2.78
302,01/14/2025 16:31:45,99.257,34.911,8.79,0.0,-2.95
303,01/14/2025 16:32:45,89.671,34.94,9.1,0.0,-2.46
304,01/14/2025 16:33:45,91.688,34.941,8.59,0.0,-3.23
305,01/14/2025 16:34:45,101.744,34.931,8.64,0.0,-3.16
306,01/14/2025 16:35:45,99.763,34.921,8.72,0.0,-3.04
307,01/14/2025 16:36:45,98.149,34.92,8.97,0.0,-2.67
308,01/14/2025 16:37:45,97.588,34.928,8.88,0.0,-2.81
309,01/14/2025 16:38:45,99.129,34.933,8.92,0.0,-2.73
310,01/14/2025 16:39:45,97.975,34.933,8.86,0.0,-2.83
311,01/14/2025 16:40:45,93.861,34.935,8.78,0.0,-2.95
312,01/14/2025 16:41:45,101.247,34.923,8.94,0.0,-2.71
313,01/14/2025 16:42:45,98.671,34.918,8.83,0.0,-2.89
314,01/14/2025 16:43:45,97.057,34.923,8.96,0.0,-2.69
315,01/14/2025 16:44:45,96.208,34.933,8.96,0.0,-2.68
316,01/14/2025 16:45:45,97.6,34.936,8.86,0.0,-2.83
317,01/14/2025 16:46:45,102.84,34.943,8.69,0.0,-3.08
318,01/14/2025 16:47:45,96.486,34.946,8.68,0.0,-3.1
319,01/14/2025 16:48:45,99.034,34.935,8.74,0.0,-3.01
320,01/14/2025 16:49:45,97.081,34.93,8.69,0.0,-3.09
321,01/14/2025 16:50:45,96.22,34.93,8.91,0.0,-2.76
322,01/14/2025 16:51:45,95.689,34.93,8.99,0.0,-2.63
323,01/14/2025 16:52:45,100.386,34.925,9.06,0.0,-2.54
324,01/14/2025 16:53:45,96.809,34.931,8.94,0.0,-2.71
325,01/14/2025 16:54:45,99.507,34.94,9.16,0.0,-2.38
326,01/14/2025 16:55:45,97.838,34.938,8.97,0.0,-2.65
327,01/14/2025 16:56:45,96.526,34.943,9.29,0.0,-2.18
328,01/14/2025 16:57:45,96.211,34.963,9.37,0.0,-2.05
329,01/14/2025 16:58:45,100.502,34.966,8.99,0.0,-2.6
330,01/14/2025 16:59:45,95.021,34.979,8.92,0.0,-2.7
331,01/14/2025 17:00:45,99.983,34.969,8.78,0.0,-2.93
332,01/14/2025 17:01:45,97.484,34.958,8.83,0.0,-2.86
333,01/14/2025 17:02:45,96.281,34.948,8.94,0.0,-2.7
334,01/14/2025 17:03:45,95.512,34.94,8.84,0.0,-2.85
335,01/14/2025 17:04:45,98.83,34.93,8.86,0.0,-2.83
336,01/14/2025 17:05:45,103.478,34.916,8.71,0.0,-3.07
337,01/14/2025 17:06:45,100.282,34.906,8.97,0.0,-2.68
338,01/14/2025 17:07:45,97.704,34.9,8.91,0.0,-2.78
339,01/14/2025 17:08:45,96.666,34.903,8.86,0.0,-2.85
340,01/14/2025 17:09:45,96.461,34.896,8.84,0.0,-2.88
341,01/14/2025 17:10:45,100.099,34.888,8.86,0.0,-2.86
342,01/14/2025 17:11:45,97.029,34.886,8.76,0.0,-3.02
343,01/14/2025 17:12:45,99.547,34.891,8.71,0.0,-3.09
344,01/14/2025 17:13:45,97.063,34.883,8.92,0.0,-2.77
345,01/14/2025 17:14:45,96.074,34.891,9.09,0.0,-2.51
346,01/14/2025 17:15:45,95.442,34.885,8.91,0.0,-2.8
347,01/14/2025 17:16:45,99.583,34.882,8.89,0.0,-2.82
348,01/14/2025 17:17:45,99.19,34.877,8.79,0.0,-2.98
349,01/14/2025 17:18:45,98.936,34.87,8.94,0.0,-2.75
350,01/14/2025 17:19:45,96.87,34.857,9.01,0.0,-2.67
351,01/14/2025 17:20:45,96.379,34.865,8.97,0.0,-2.71
352,01/14/2025 17:21:45,95.772,34.873,9.01,0.0,-2.65
353,01/14/2025 17:22:45,100.273,34.878,8.99,0.0,-2.67
354,01/14/2025 17:23:45,96.956,34.873,8.74,0.0,-3.06
355,01/14/2025 17:24:45,98.912,34.865,8.68,0.0,-3.16
356,01/14/2025 17:25:45,96.715,34.855,8.96,0.0,-2.74
357,01/14/2025 17:26:45,95.302,34.85,8.89,0.0,-2.85
358,01/14/2025 17:27:45,95.061,34.848,8.97,0.0,-2.72
359,01/14/2025 17:28:45,99.611,34.84,9.05,0.0,-2.61
360,01/14/2025 17:29:45,103.673,34.835,8.94,0.0,-2.78
361,01/14/2025 17:30:45,99.449,34.83,9.06,0.0,-2.61
362,01/14/2025 17:31:45,97.758,34.817,9.19,0.0,-2.43
363,01/14/2025 17:32:45,96.815,34.817,9.19,0.0,-2.43
364,01/14/2025 17:33:45,96.48,34.812,9.1,0.0,-2.56
365,01/14/2025 17:34:45,100.435,34.805,9.0,0.0,-2.71
366,01/14/2025 17:35:45,96.59,34.805,9.02,0.0,-2.68
367,01/14/2025 17:36:45,99.193,34.804,9.04,0.0,-2.66
368,01/14/2025 17:37:45,97.108,34.799,9.04,0.0,-2.66
369,01/14/2025 17:38:45,95.787,34.799,9.09,0.0,-2.59
370,01/14/2025 17:39:45,95.689,34.797,8.92,0.0,-2.84
371,01/14/2025 17:40:45,100.063,34.777,8.87,0.0,-2.92
372,01/14/2025 17:41:45,98.93,34.769,8.94,0.0,-2.84
373,01/14/2025 17:42:45,99.712,34.761,9.1,0.0,-2.59
374,01/14/2025 17:43:45,97.826,34.757,9.12,0.0,-2.57
375,01/14/2025 17:44:45,96.699,34.746,9.04,0.0,-2.7
376,01/14/2025 17:45:45,96.248,34.742,9.04,0.0,-2.71
377,01/14/2025 17:46:45,101.161,34.741,8.97,0.0,-2.81
378,01/14/2025 17:47:45,95.28,34.751,8.82,0.0,-3.02
379,01/14/2025 17:48:45,99.495,34.749,8.77,0.0,-3.1
380,01/14/2025 17:49:45,97.472,34.742,8.85,0.0,-2.98
381,01/14/2025 17:50:45,96.291,34.741,9.0,0.0,-2.75
382,01/14/2025 17:51:45,95.595,34.739,8.99,0.0,-2.78
383,01/14/2025 17:52:45,100.725,34.734,8.94,0.0,-2.86
384,01/14/2025 17:53:45,96.489,34.739,8.82,0.0,-3.03
385,01/14/2025 17:54:45,99.516,34.729,8.97,0.0,-2.82
386,01/14/2025 17:55:45,97.908,34.721,8.94,0.0,-2.87
387,01/14/2025 17:56:45,96.992,34.713,8.9,0.0,-2.93
388,01/14/2025 17:57:45,96.626,34.714,9.05,0.0,-2.7
389,01/14/2025 17:58:45,100.523,34.711,8.67,0.0,-3.28
390,01/14/2025 17:59:45,96.098,34.713,8.79,0.0,-3.1
391,01/14/2025 18:00:45,99.602,34.718,8.87,0.0,-2.98
392,01/14/2025 18:01:45,97.063,34.716,8.79,0.0,-3.1
393,01/14/2025 18:02:45,95.866,34.714,8.85,0.0,-3.0
394,01/14/2025 18:03:45,95.174,34.706,8.82,0.0,-3.06
395,01/14/2025 18:04:45,98.857,34.696,8.93,0.0,-2.9
396,01/14/2025 18:05:45,102.675,34.699,8.82,0.0,-3.06
397,01/14/2025 18:06:45,99.339,34.704,8.8,0.0,-3.09
398,01/14/2025 18:07:45,97.237,34.699,8.85,0.0,-3.01
399,01/14/2025 18:08:45,96.208,34.711,8.97,0.0,-2.83
400,01/14/2025 18:09:45,95.698,34.714,8.97,0.0,-2.83
401,01/14/2025 18:10:45,99.281,34.724,8.84,0.0,-3.02
402,01/14/2025 18:11:45,98.939,34.727,8.61,0.0,-3.37
403,01/14/2025 18:12:45,99.962,34.726,8.56,0.0,-3.45
